Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?e  deputy  ?a  ?e  successor  ?b   ,?a  successor  ?b,0.020251872,0.110904007,0.12460733,119,1073,955,?a,0.3853211009174312,0.3532934131736527,0.4158415841584158,0.5841584158415841,42,59,109,167
?b  capital  ?f  ?a  location  ?f   ,?a  location  ?b,0.060950072,0.124521504,0.124521504,553,4441,4441,?a,0.2946127946127946,0.0,1.0,0.0,525,0,1782,0
?b  musicSubgenre  ?f  ?f  stylisticOrigin  ?a   ,?a  stylisticOrigin  ?b,0.062684056,0.107426099,0.124477861,149,1387,1197,?a,0.44776119402985076,0.0,1.0,0.0,120,0,268,0
?f  capital  ?b  ?a  nationality  ?f   ,?a  residence  ?b,0.013818672,0.020469296,0.124242424,41,2003,330,?a,0.13120567375886524,0.14285714285714285,0.9024390243902439,0.0975609756097561,37,4,282,28
?b  associate  ?f  ?a  successor  ?f   ,?a  successor  ?b,0.01208305,0.124125874,0.124125874,71,572,572,?a,0.19148936170212766,0.15384615384615385,0.5294117647058824,0.47058823529411764,18,16,94,104
?f  relative  ?b  ?a  relative  ?f   ,?a  parent  ?b,0.050458716,0.034994698,0.12406015,33,943,266,?a,0.5384615384615384,0.2916666666666667,0.5,0.5,14,14,26,48
?a  birthPlace  ?f  ?b  capital  ?f   ,?a  birthPlace  ?b,0.052231438,0.123981953,0.123981953,2116,17067,17067,?a,0.33187294633077763,0.30636036344934,0.14497607655502392,0.8550239234449761,303,1787,913,5833
?f  primeMinister  ?a  ?b  successor  ?f   ,?a  president  ?b,0.081410535,0.044651385,0.12384106,187,4188,1510,?a,0.3716216216216216,0.37755102040816324,0.4263565891472868,0.5736434108527132,55,74,148,196
?a  formerTeam  ?f  ?b  league  ?f   ,?a  formerTeam  ?b,0.030728709,0.030120482,0.123674912,35,1162,283,?b,0.34782608695652173,0.22448979591836735,0.42105263157894735,0.5789473684210527,8,11,23,49
?e  birthPlace  ?b  ?e  predecessor  ?a   ,?a  nationality  ?b,0.043694141,0.018779343,0.123595506,132,7029,1068,?a,0.44402985074626866,0.09558823529411764,0.9015151515151515,0.09848484848484848,119,13,268,136
?f  stylisticOrigin  ?b  ?a  stylisticOrigin  ?f   ,?a  stylisticOrigin  ?b,0.433740008,0.123443487,0.123443487,1031,8352,8352,?a,0.7568093385214008,0.0,1.0,0.0,389,0,514,0
?a  deputy  ?f  ?b  successor  ?f   ,?a  successor  ?b,0.018890402,0.12078346,0.123196448,111,919,901,?a,0.3434343434343434,0.2982456140350877,0.4,0.6,34,51,99,171
?e  country  ?a  ?e  ethnicGroup  ?b   ,?a  ethnicGroup  ?b,0.025477707,0.123076923,0.123076923,8,65,65,?b,0.6,0.8333333333333334,0.375,0.625,3,5,5,6
?e  leader  ?b  ?a  place  ?e   ,?a  commander  ?b,0.014810244,0.06391478,0.123076923,48,751,390,?b,0.12280701754385964,0.0,1.0,0.0,35,0,285,0
?b  president  ?f  ?a  primeMinister  ?f   ,?a  primeMinister  ?b,0.048131729,0.122977346,0.122977346,152,1236,1236,?a,0.3275862068965517,0.3588235294117647,0.3838383838383838,0.6161616161616161,38,61,116,170
?e  derivative  ?b  ?a  musicFusionGenre  ?e   ,?a  musicSubgenre  ?b,0.073619632,0.078431373,0.122866894,36,459,293,?b,0.32608695652173914,0.0,1.0,0.0,15,0,46,0
?f  isPartOf  ?b  ?a  location  ?f   ,?a  headquarter  ?b,0.01352657,0.003378786,0.122807018,28,8287,228,?a,0.3333333333333333,0.0,1.0,0.0,26,0,78,0
?e  keyPerson  ?a  ?e  keyPerson  ?b   ,?a  parent  ?b,0.010703364,0.006255585,0.122807018,7,1119,57,?a,0.45454545454545453,0.2,0.7142857142857143,0.2857142857142857,5,2,11,10
?e  country  ?a  ?e  garrison  ?b   ,?a  capital  ?b,0.042160738,0.10031348,0.122605364,32,319,261,?a,0.3409090909090909,0.5,0.46875,0.53125,15,17,44,34
?a  distributor  ?f  ?f  keyPerson  ?b   ,?a  composer  ?b,0.011811024,0.032374101,0.12244898,18,556,147,?a,0.11578947368421053,0.0,1.0,0.0,11,0,95,0
?b  leader  ?f  ?a  president  ?f   ,?a  otherParty  ?b,0.016438356,0.008207934,0.12244898,6,731,49,?a,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.6666666666666666,2,4,18,18
?e  president  ?a  ?e  successor  ?b   ,?a  vicePresident  ?b,0.156462585,0.009338205,0.122340426,23,2463,188,?b,0.26229508196721313,0.13157894736842105,0.7619047619047619,0.23809523809523808,16,5,61,38
?e  lieutenant  ?a  ?e  successor  ?b   ,?a  governor  ?b,0.045845272,0.113475177,0.122137405,16,141,131,?a,0.05263157894736842,0.21428571428571427,0.07692307692307693,0.9230769230769231,1,12,19,56
?b  capital  ?f  ?a  deathPlace  ?f   ,?a  deathPlace  ?b,0.088749822,0.122077668,0.122077668,1248,10223,10223,?a,0.42697674418604653,0.3664772727272727,0.3722627737226277,0.6277372262773723,459,774,1075,2112
?b  primeMinister  ?a   ,?a  vicePresident  ?b,0.034013605,0.001583281,0.12195122,5,3158,41,?b,0.5,0.16666666666666666,0.75,0.25,3,1,6,6
?a  primeMinister  ?b  ?b  successor  ?a   ,?a  deputy  ?b,0.023364486,0.020491803,0.12195122,10,488,82,?b,0.05128205128205128,0.11475409836065574,0.2222222222222222,0.7777777777777778,2,7,39,61
?f  associate  ?b  ?a  successor  ?f   ,?a  deputy  ?b,0.011682243,0.009505703,0.12195122,5,526,41,?b,0.45454545454545453,0.0,1.0,0.0,5,0,11,5
?e  associate  ?b  ?e  successor  ?a   ,?a  deputy  ?b,0.011682243,0.00952381,0.12195122,5,525,41,?b,0.35714285714285715,0.0,1.0,0.0,5,0,14,5
?e  executiveProducer  ?a  ?e  related  ?b   ,?a  notableWork  ?b,0.029761905,0.009861933,0.12195122,5,507,41,?b,0.0,0.42857142857142855,0.0,1.0,0,3,6,7
?b  canton  ?a   ,?a  neighboringMunicipality  ?b,0.030448718,0.096446701,0.121794872,19,197,156,?b,1.0,0.0,1.0,0.0,10,0,10,0
?b  capital  ?f  ?a  hometown  ?f   ,?a  hometown  ?b,0.050980846,0.121769178,0.121769178,881,7235,7235,?a,0.29518072289156627,0.2796528447444552,0.33638443935926776,0.6636155606407322,294,580,996,2074
?a  child  ?f  ?b  child  ?f   ,?a  child  ?b,0.014240506,0.013888889,0.121621622,9,648,74,?b,0.02403846153846154,0.013071895424836602,0.5555555555555556,0.4444444444444444,5,4,208,306
?e  language  ?b  ?e  regionServed  ?a   ,?a  officialLanguage  ?b,0.046263345,0.069892473,0.121495327,13,186,107,?a,0.8,0.4666666666666667,0.36363636363636365,0.6363636363636364,4,7,5,15
?e  company  ?a  ?e  location  ?b   ,?a  foundationPlace  ?b,0.010781671,0.007079646,0.121212121,8,1130,66,?a,0.42857142857142855,0.0,1.0,0.0,6,0,14,0
?e  keyPerson  ?a  ?e  parentCompany  ?b   ,?a  employer  ?b,0.023668639,0.017316017,0.121212121,4,231,33,?b,1.0,0.5,0.5,0.5,2,2,2,4
?a  birthPlace  ?f  ?f  leaderName  ?b   ,?a  otherParty  ?b,0.021917808,0.001193674,0.121212121,8,6702,66,?a,0.16666666666666666,0.17391304347826086,0.42857142857142855,0.5714285714285714,3,4,18,23
?a  riverMouth  ?f  ?f  sourceRegion  ?b   ,?a  sourceRegion  ?b,0.028368794,0.04,0.121212121,4,100,33,?a,0.14814814814814814,0.0,1.0,0.0,4,0,27,0
?a  rightTributary  ?f  ?f  state  ?b   ,?a  sourceRegion  ?b,0.028368794,0.06557377,0.121212121,4,61,33,?a,0.3333333333333333,0.0,1.0,0.0,3,0,9,0
?e  predecessor  ?b  ?e  primeMinister  ?a   ,?a  president  ?b,0.06660862,0.043001686,0.121044304,153,3558,1264,?a,0.3435114503816794,0.3563218390804598,0.4205607476635514,0.5794392523364486,45,62,131,174
?f  birthPlace  ?b  ?a  leader  ?f   ,?a  capital  ?b,0.055335968,0.066985646,0.121037464,42,627,347,?a,0.26785714285714285,0.2755102040816326,0.35714285714285715,0.6428571428571429,15,27,56,98
?e  broadcastArea  ?a  ?e  language  ?b   ,?a  officialLanguage  ?b,0.217081851,0.073317308,0.121031746,61,832,504,?a,0.5588235294117647,0.5932203389830508,0.35185185185185186,0.6481481481481481,19,35,34,59
?f  country  ?b  ?a  restingPlace  ?f   ,?a  restingPlace  ?b,0.047075606,0.120879121,0.120879121,66,546,546,?a,0.13333333333333333,0.11635220125786164,0.4307692307692308,0.5692307692307692,28,37,210,318
?a  notableCommander  ?f  ?b  notableCommander  ?f   ,?a  commandStructure  ?b,0.044025157,0.024561404,0.120689655,7,285,58,?a,0.2916666666666667,0.0,1.0,0.0,7,0,24,0
?e  deathPlace  ?a  ?e  restingPlace  ?b   ,?a  capital  ?b,0.067193676,0.038432555,0.120567376,51,1327,423,?a,0.38613861386138615,0.3793103448275862,0.78,0.22,39,11,101,29
?e  keyPerson  ?a  ?e  keyPerson  ?b   ,?a  child  ?b,0.015822785,0.00893655,0.120481928,10,1119,83,?b,0.4,0.6666666666666666,0.3333333333333333,0.6666666666666666,2,4,5,6
?e  nationality  ?b  ?e  party  ?a   ,?a  headquarter  ?b,0.011111111,0.075907591,0.120418848,23,303,191,?a,0.17692307692307693,0.0,1.0,0.0,23,0,130,0
?a  creator  ?f  ?b  director  ?f   ,?a  series  ?b,0.049382716,0.021276596,0.120300752,16,752,133,?a,0.9333333333333333,0.0,1.0,0.0,14,0,15,0
?e  album  ?a  ?e  writer  ?b   ,?a  artist  ?b,0.135172414,0.117084827,0.120245399,98,837,815,?a,0.45714285714285713,0.0,1.0,0.0,96,0,210,0
?b  deputy  ?f  ?f  successor  ?a   ,?a  predecessor  ?b,0.01937046,0.112543962,0.120150188,96,853,799,?b,0.22972972972972974,0.17770034843205576,0.4,0.6,34,51,148,287
?e  deathPlace  ?b  ?e  successor  ?a   ,?a  nationality  ?b,0.02714333,0.022054868,0.120058565,82,3718,683,?a,0.40641711229946526,0.04201680672268908,0.9382716049382716,0.06172839506172839,76,5,187,119
?a  company  ?f  ?f  foundedBy  ?b   ,?a  author  ?b,0.013043478,0.018,0.12,9,500,75,?b,0.14754098360655737,0.0,1.0,0.0,9,0,61,0
?a  district  ?f  ?b  isPartOf  ?f   ,?a  mouthMountain  ?b,0.068965517,0.024590164,0.12,18,732,150,?a,0.5,0.0,1.0,0.0,17,0,34,0
?a  district  ?f  ?b  isPartOf  ?f   ,?a  mouthPlace  ?b,0.068965517,0.024590164,0.12,18,732,150,?a,0.5,0.0,1.0,0.0,17,0,34,0
?a  president  ?f  ?f  primeMinister  ?b   ,?a  deputy  ?b,0.056074766,0.011241218,0.12,24,2135,200,?b,0.4583333333333333,0.3055555555555556,0.5,0.5,11,11,24,36
?f  birthPlace  ?b  ?a  predecessor  ?f   ,?a  nationality  ?b,0.038728898,0.017238839,0.12,117,6787,975,?a,0.43829787234042555,0.0962962962962963,0.8879310344827587,0.11206896551724138,103,13,235,135
?f  deputy  ?a  ?b  predecessor  ?f   ,?a  successor  ?b,0.016678012,0.1069869,0.11995104,98,916,817,?a,0.32407407407407407,0.31901840490797545,0.40229885057471265,0.5977011494252874,35,52,108,163
?a  derivative  ?f  ?b  musicSubgenre  ?f   ,?a  derivative  ?b,0.06,0.076771654,0.119631902,39,508,326,?b,0.18232044198895028,0.0,1.0,0.0,33,0,181,0
?f  musicSubgenre  ?a  ?b  musicSubgenre  ?f   ,?a  stylisticOrigin  ?b,0.013883046,0.113402062,0.119565217,33,291,276,?a,0.22857142857142856,0.0,1.0,0.0,32,0,140,0
?e  headquarter  ?b  ?e  location  ?a   ,?a  capital  ?b,0.025032938,0.04973822,0.119496855,19,382,159,?a,0.5217391304347826,0.2413793103448276,0.631578947368421,0.3684210526315789,12,7,23,29
?f  executiveProducer  ?b  ?a  subsequentWork  ?f   ,?a  composer  ?b,0.010498688,0.053691275,0.119402985,16,298,134,?a,0.1527777777777778,0.0,1.0,0.0,11,0,72,0
?b  bandMember  ?f  ?a  writer  ?f   ,?a  producer  ?b,0.013902091,0.113043478,0.119387755,117,1035,980,?a,0.210431654676259,0.0,1.0,0.0,117,0,556,0
?b  predecessor  ?a   ,?a  child  ?b,0.02056962,0.002623083,0.119266055,13,4956,109,?b,0.28125,0.1,0.6923076923076923,0.3076923076923077,9,4,32,40
?f  derivative  ?b  ?a  derivative  ?f   ,?a  derivative  ?b,0.243076923,0.119155354,0.119155354,158,1326,1326,?b,0.4726027397260274,0.0,1.0,0.0,69,0,146,0
?e  deathPlace  ?b  ?e  restingPlace  ?a   ,?a  capital  ?b,0.054018445,0.03089676,0.11884058,41,1327,345,?a,0.40298507462686567,0.4666666666666667,0.6585365853658537,0.34146341463414637,27,14,67,30
?a  executiveProducer  ?b   ,?a  narrator  ?b,0.064171123,0.006410256,0.118811881,12,1872,101,?a,0.23529411764705882,0.0,1.0,0.0,12,0,51,0
?b  largestCity  ?f  ?a  location  ?f   ,?a  foundationPlace  ?b,0.016172507,0.005484461,0.118811881,12,2188,101,?a,0.1875,0.0,1.0,0.0,12,0,64,0
?e  locationCity  ?b  ?e  owningCompany  ?a   ,?a  locationCity  ?b,0.013185288,0.052341598,0.11875,19,363,160,?a,0.25396825396825395,0.0,1.0,0.0,16,0,63,0
?e  location  ?b  ?e  owningCompany  ?a   ,?a  locationCountry  ?b,0.012696493,0.041666667,0.118644068,21,504,177,?a,0.44680851063829785,0.0,1.0,0.0,21,0,47,0
?b  capital  ?f  ?a  deathPlace  ?f   ,?a  stateOfOrigin  ?b,0.042594385,0.00430402,0.118598383,44,10223,371,?a,0.49333333333333335,0.1891891891891892,0.8409090909090909,0.1590909090909091,37,7,75,37
?f  deathPlace  ?b  ?a  predecessor  ?f   ,?a  nationality  ?b,0.020523006,0.020981387,0.118546845,62,2955,523,?a,0.3972602739726027,0.03125,0.9508196721311475,0.04918032786885246,58,3,146,96
?e  parentCompany  ?a  ?e  parentCompany  ?b   ,?a  subsidiary  ?b,0.041570439,0.020547945,0.118421053,18,876,152,?b,0.09868421052631579,0.0,1.0,0.0,15,0,152,0
?e  deathPlace  ?b  ?e  spouse  ?a   ,?a  restingPlace  ?b,0.012838802,0.019251337,0.118421053,18,935,152,?a,0.15625,0.21818181818181817,0.29411764705882354,0.7058823529411765,5,12,32,55
?b  leader  ?f  ?f  predecessor  ?a   ,?a  party  ?b,0.010996892,0.084870849,0.118251928,46,542,389,?a,0.17054263565891473,0.15894039735099338,0.4782608695652174,0.5217391304347826,22,24,129,151
?f  largestCity  ?b  ?a  location  ?f   ,?a  foundationPlace  ?b,0.017520216,0.00668037,0.118181818,13,1946,110,?a,0.15294117647058825,0.0,1.0,0.0,13,0,85,0
?a  musicFusionGenre  ?f  ?f  stylisticOrigin  ?b   ,?a  stylisticOrigin  ?b,0.08708456,0.116685457,0.118150685,207,1774,1752,?a,0.7054263565891473,0.0,1.0,0.0,91,0,129,0
?f  isPartOf  ?b  ?a  place  ?f   ,?a  place  ?b,0.020262217,0.118055556,0.118055556,34,288,288,?a,0.2112676056338028,0.0,1.0,0.0,30,0,142,0
?a  company  ?f  ?f  keyPerson  ?b   ,?a  director  ?b,0.010028653,0.024193548,0.117977528,21,868,178,?a,0.1836734693877551,0.0,1.0,0.0,18,0,98,0
?a  deputy  ?f  ?b  predecessor  ?f   ,?a  successor  ?b,0.014635807,0.113907285,0.117969822,86,755,729,?a,0.2988505747126437,0.3288590604026846,0.3466666666666667,0.6533333333333333,26,49,87,149
?b  relative  ?a   ,?a  child  ?b,0.058544304,0.036310108,0.117834395,37,1019,314,?b,0.5,0.16363636363636364,0.6785714285714286,0.32142857142857145,19,9,38,55
?a  region  ?b   ,?a  department  ?b,0.054421769,0.00353513,0.117647059,8,2263,68,?a,0.11764705882352941,0.0,1.0,0.0,8,0,68,0
?a  routeJunction  ?f  ?b  routeStart  ?f   ,?a  routeEnd  ?b,0.010416667,0.020833333,0.117647059,2,96,17,?b,0.045454545454545456,0.0,1.0,0.0,2,0,44,0
?e  birthPlace  ?b  ?e  relative  ?a   ,?a  stateOfOrigin  ?b,0.019361084,0.0168492,0.117647059,20,1187,170,?a,0.475,0.05263157894736842,0.95,0.05,19,1,40,19
?a  commander  ?e  ?e  country  ?b   ,?a  place  ?b,0.041120381,0.100877193,0.117546848,69,684,587,?a,0.1951219512195122,0.0,1.0,0.0,64,0,328,0
?e  deputy  ?a  ?e  deputy  ?b   ,?a  predecessor  ?b,0.012308313,0.09186747,0.117533719,61,664,519,?b,0.23404255319148937,0.2214765100671141,0.4,0.6,22,33,94,149
?e  almaMater  ?b  ?e  primeMinister  ?a   ,?a  almaMater  ?b,0.025891473,0.077638308,0.117357695,167,2151,1423,?a,0.49635036496350365,0.5527950310559007,0.43312101910828027,0.5668789808917197,68,89,137,161
?f  location  ?b  ?a  recordLabel  ?f   ,?a  recordedIn  ?b,0.074346952,0.004303994,0.117336152,111,25790,946,?a,0.21507760532150777,0.0,1.0,0.0,97,0,451,0
?e  headquarter  ?a  ?e  location  ?b   ,?a  capital  ?b,0.0171278,0.034031414,0.117117117,13,382,111,?a,0.6111111111111112,0.3333333333333333,0.8461538461538461,0.15384615384615385,11,2,18,6
?e  portrayer  ?b  ?e  relative  ?a   ,?a  portrayer  ?b,0.0625,0.117073171,0.117073171,24,205,205,?b,0.3103448275862069,0.0,1.0,0.0,9,0,29,0
?b  company  ?f  ?a  creator  ?f   ,?a  related  ?b,0.015503876,0.020676692,0.117021277,22,1064,188,?b,0.38636363636363635,0.0,1.0,0.0,17,0,44,0
?f  capital  ?b  ?a  state  ?f   ,?a  city  ?b,0.025879616,0.029656781,0.11695138,89,3001,761,?a,0.1246376811594203,1.0,0.9772727272727273,0.022727272727272728,86,2,690,2
?f  birthPlace  ?a  ?b  monarch  ?f   ,?a  leader  ?b,0.020224719,0.007323027,0.116883117,9,1229,77,?a,0.4,0.6,0.25,0.75,2,6,5,10
?e  birthPlace  ?b  ?e  successor  ?a   ,?a  nationality  ?b,0.047335319,0.017895132,0.116830065,143,7991,1224,?a,0.43986254295532645,0.0875,0.9014084507042254,0.09859154929577464,128,14,291,160
?b  executiveProducer  ?f  ?a  starring  ?f   ,?a  related  ?b,0.011275546,0.025356577,0.116788321,16,631,137,?b,0.25925925925925924,0.0,1.0,0.0,14,0,54,0
?a  producer  ?f  ?b  producer  ?f   ,?a  related  ?b,0.033826638,0.000718886,0.116788321,48,66770,411,?b,0.3375,0.0,1.0,0.0,27,0,80,0
?a  director  ?b   ,?a  developer  ?b,0.016129032,0.003342884,0.116666667,7,2094,60,?a,0.15384615384615385,0.0,1.0,0.0,6,0,39,0
?f  city  ?b  ?a  routeJunction  ?f   ,?a  routeStart  ?b,0.035353535,0.020895522,0.116666667,7,335,60,?b,0.23076923076923078,0.0,1.0,0.0,6,0,26,0
?e  deputy  ?b  ?e  successor  ?a   ,?a  successor  ?b,0.019571137,0.107176142,0.116514691,115,1073,987,?a,0.20359281437125748,0.20245398773006135,0.34,0.66,34,66,167,326
?e  headquarter  ?b  ?e  owningCompany  ?a   ,?a  foundationPlace  ?b,0.016172507,0.022429907,0.116504854,12,535,103,?a,0.4,0.0,1.0,0.0,8,0,20,0
?f  routeJunction  ?b  ?a  routeJunction  ?f   ,?a  routeStart  ?b,0.060606061,0.015151515,0.116504854,12,792,103,?b,0.21428571428571427,0.0,1.0,0.0,12,0,56,0
?e  deputy  ?a  ?e  successor  ?b   ,?a  primeMinister  ?b,0.025015833,0.073625349,0.11634757,79,1073,679,?a,0.3717948717948718,0.3173076923076923,0.46774193548387094,0.532258064516129,29,33,78,104
?a  grandsire  ?f  ?f  owner  ?b   ,?a  breeder  ?b,0.040983607,0.047169811,0.11627907,5,106,43,?a,0.11627906976744186,0.0,1.0,0.0,5,0,43,0
?a  computingPlatform  ?b   ,?a  operatingSystem  ?b,0.040201005,0.009411765,0.115942029,8,850,69,?a,0.3,0.0,1.0,0.0,6,0,20,0
?e  otherParty  ?a  ?e  primeMinister  ?b   ,?a  leader  ?b,0.017977528,0.031496063,0.115942029,8,254,69,?a,0.42105263157894735,0.0,1.0,0.0,8,0,19,0
?a  league  ?b   ,?a  formerTeam  ?b,0.016681299,0.007034432,0.115853659,19,2701,164,?b,0.5833333333333334,0.7058823529411765,0.3684210526315789,0.631578947368421,7,12,12,17
?a  associatedBand  ?f  ?f  associatedMusicalArtist  ?b   ,?a  associatedMusicalArtist  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?f  associatedMusicalArtist  ?b  ?a  associatedMusicalArtist  ?f   ,?a  associatedMusicalArtist  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?f  associatedBand  ?b  ?a  associatedMusicalArtist  ?f   ,?a  associatedMusicalArtist  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?f  associatedBand  ?b  ?a  associatedBand  ?f   ,?a  associatedMusicalArtist  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?f  associatedBand  ?b  ?a  associatedBand  ?f   ,?a  associatedBand  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?f  associatedMusicalArtist  ?b  ?a  associatedMusicalArtist  ?f   ,?a  associatedBand  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?f  associatedBand  ?b  ?a  associatedMusicalArtist  ?f   ,?a  associatedBand  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?a  associatedBand  ?f  ?f  associatedMusicalArtist  ?b   ,?a  associatedBand  ?b,0.38274137,0.11585189,0.11585189,19968,172358,172358,?a,0.24149659863945577,0.5951354148697602,0.010185052359776216,0.9898149476402238,71,6900,294,11594
?f  deathPlace  ?b  ?a  successor  ?f   ,?a  restingPlace  ?b,0.034950071,0.014871017,0.115839243,49,3295,423,?a,0.19318181818181818,0.23008849557522124,0.3953488372093023,0.6046511627906976,17,26,88,113
?a  distributor  ?f  ?f  predecessor  ?b   ,?a  company  ?b,0.013732834,0.091412742,0.115789474,33,361,285,?a,0.14027149321266968,0.0,1.0,0.0,31,0,221,0
?e  predecessor  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.016819572,0.001197735,0.115789474,11,9184,95,?a,0.1875,0.09090909090909091,0.5454545454545454,0.45454545454545453,6,5,32,55
?f  deathPlace  ?b  ?a  successor  ?f   ,?a  nationality  ?b,0.024826216,0.02276176,0.115740741,75,3295,648,?a,0.4176470588235294,0.036036036036036036,0.9466666666666667,0.05333333333333334,71,4,170,111
?a  presenter  ?f  ?b  presenter  ?f   ,?a  related  ?b,0.011980268,0.032945736,0.115646259,17,516,147,?b,0.4,0.0,1.0,0.0,14,0,35,0
?a  musicFusionGenre  ?f  ?b  musicSubgenre  ?f   ,?a  derivative  ?b,0.026153846,0.0625,0.115646259,17,272,147,?b,0.25,0.0,1.0,0.0,14,0,56,0
?f  isPartOf  ?b  ?a  locationCity  ?f   ,?a  foundationPlace  ?b,0.053908356,0.019743337,0.115606936,40,2026,346,?a,0.3125,0.0,1.0,0.0,40,0,128,0
?f  isPartOfMilitaryConflict  ?b  ?a  isPartOfMilitaryConflict  ?f   ,?a  isPartOfMilitaryConflict  ?b,0.056900726,0.115479115,0.115479115,47,407,407,?a,0.13569321533923304,0.0,1.0,0.0,46,0,339,0
?a  almaMater  ?f  ?f  city  ?b   ,?a  deathPlace  ?b,0.014720523,0.038975711,0.115448968,207,5311,1793,?a,0.14785992217898833,0.16342412451361868,0.37623762376237624,0.6237623762376238,76,126,514,771
?b  leftTributary  ?a   ,?a  mouthMountain  ?b,0.011494253,0.045454545,0.115384615,3,66,26,?a,0.11538461538461539,0.0,1.0,0.0,3,0,26,0
?b  leftTributary  ?a   ,?a  mouthPlace  ?b,0.011494253,0.045454545,0.115384615,3,66,26,?a,0.11538461538461539,0.0,1.0,0.0,3,0,26,0
?f  region  ?b  ?a  riverMouth  ?f   ,?a  sourceRegion  ?b,0.021276596,0.043478261,0.115384615,3,69,26,?a,0.1875,0.0,1.0,0.0,3,0,16,0
?f  twinCountry  ?b  ?a  twinTown  ?f   ,?a  twinCountry  ?b,0.018404908,0.115384615,0.115384615,3,26,26,?b,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,1,2,3
?a  city  ?f  ?b  routeStart  ?f   ,?a  routeJunction  ?b,0.027061856,0.05,0.115384615,21,420,182,?b,0.36363636363636365,0.0,1.0,0.0,12,0,33,0
